1,2,0,0,0.8113200573124228,1
1,2,0,0,1.627726513271568,0
0,3,1,0,1.7537361187700764,1
1,1,0,1,0.5075120600942343,1
1,3,0,1,1.636444442659409,0
1,3,0,0,0.415032084699285,0
1,3,0,1,1.240585035785906,0
1,6,0,0,0.39473160229551557,1
1,6,0,1,0.39473160229551557,1
1,5,1,0,0.7894632045910311,1
1,3,0,1,0.3383413733961562,1
1,6,1,1,0.6011198400671709,1
1,5,0,0,0.5639022889935937,1
0,3,0,1,0.39473160229551557,0
1,2,1,1,0.4285657396351312,1
1,3,0,1,0.39473160229551557,1
1,3,1,0,0.6992388383520562,1
0,1,0,1,0.2255609155974375,1
1,5,0,1,0.5830749668193759,1
1,2,0,0,0.64961543692062,1
1,1,1,0,0.9789343736928787,0
1,3,0,1,0.4172876938552593,1
1,5,0,1,0.2515004208911428,1
1,6,1,1,0.43018977822743276,1
0,2,0,1,0.451121831194875,0
1,4,1,1,0.90224366238975,1
1,2,1,0,1.5789264091820623,1
0,3,1,0,1.4278005957317792,0
0,2,0,1,0.451121831194875,1
1,1,0,0,0.24586139800120685,0
1,2,0,1,0.5075120600942343,1
0,3,0,1,0.451121831194875,1
1,2,0,0,0.6958554246180947,0
1,6,1,1,0.4285657396351312,1
1,5,0,0,0.39473160229551557,1
1,4,1,0,0.8232973419306469,1
1,3,1,0,0.7466066306275181,0
1,5,1,1,0.39473160229551557,1
1,2,0,1,0.6766827467923124,1
1,2,0,1,0.5639022889935937,0
1,7,1,0,0.5920974034432734,1
1,4,1,0,1.7402024638342302,1
0,2,0,0,0.47367792275461873,0
1,1,1,0,0.5616466798376193,1
1,2,1,1,0.8706651342061087,1
1,2,0,1,0.5639022889935937,0
0,2,1,1,0.45676085408481093,1
0,4,1,1,2.142828698175656,1
0,2,1,0,0.445482808304939,1
1,2,1,1,0.3383413733961562,0
1,1,1,1,0.4477384174609134,1
1,3,0,0,0.4285657396351312,1
1,1,0,0,0.451121831194875,1
1,2,1,0,0.6631490918564662,1
1,6,0,0,0.39473160229551557,1
0,4,0,0,0.6428486094526968,0
1,3,1,0,0.5875861851313247,0
1,5,0,1,0.39473160229551557,1
1,3,1,0,0.451121831194875,0
